0xD4DF5C79, serious
0x68418198, detour_35596dd7-3426-4c22-9a4c-add41ec5dc61
0x3425D4B9, zm_genesis_wasp
0xBC43E71B, detour_059d4cf8-c826-442c-863b-a5f15a7893ee
0x1DBB2846, zm_genesis_wasp_spawn_logic
0x14BE5A1, detour_d09d8404-8366-4a65-b203-41f4273b5a3c
0x64CEAD35, detour_011dcf3f-1d51-4b3a-af67-c8b89b21a4d1
0xD97CED1A, zm_genesis_zombie
0x68208911, detour_fcd4afca-c82a-4576-83d2-93ce0119eb23
0xF9D3A050, detour_fa200b70-67d3-4895-ad1c-5c78de18f85d
0xFF3AB036, zm_island
0xFA3B4D92, detour_60ae2245-2ad2-4fb8-85c5-90e5302d2125
0x3AF418F0, detour_44e57efc-1544-4afe-900f-5d0a5ad24a68
0x58F683E0, detour_41f3a7b3-6ba8-4c4a-8b4b-83ceaaeb60b3
0xB39E79FA, placed_powerups
0x213D0CC6, detour_f1ad799b-7379-4efe-bf80-ba0e6e8e02ff
0xF694D9CA, zm_island_bgb
0xC9A8897F, detour_c99442dc-f2cf-4b64-82c2-944f00ab9a71
0xF3A17BAF, detour_7317ed9b-311b-4a11-ba9a-3b60f11aad37
0xBBFC4DA3, zm_island_challenges
0xF34F7231, detour_ada4e2f8-07b8-47ef-a138-599f77c8d2e6
0x43CB2DE4, detour_3de8dee9-d6fb-4e42-b9e2-4dc4eb9a36e5
0xB3C23EC9, main_quest
0x3BD29EEC, detour_60006dc0-c1b3-4410-bcd2-e14c7a144050
0xA2D3DA9B, detour_73e61d2c-4957-4b0f-a4a6-2d60a1b8acea
0x473DFCA6, detour_d24b58de-169c-49d3-859d-4c3727d410d9
0xF7D4F63B, zm_island_pap_quest
0x49854D46, detour_ee615b13-5c0c-49b3-8ac8-4deea74cdff3
0x300C8630, defend_start
0x2436A128, detour_b4d16ad8-ef49-4bcf-8260-9e1cfbd6c283
0x2CCCB974, detour_818d9eb9-1bde-4a1c-9b0c-08d0b9c60684
0x7550A904, zm_island_planting
0x4A006AA5, detour_d9eac1ef-d7e9-4192-9ae8-932acc425c96
0xC38185CF, detour_17c20c86-8724-41ee-945e-d6deb40ff275
0x435800EF, detour_d7e9b1ef-af7a-411d-9e9d-044cd31b1311
0x67DD9C55, detour_a175ab43-0c76-4243-8e25-22517415e77c
0x56F2C786, detour_e667688a-5a7d-43b9-bb89-df4cd7c6667f
0xF3E3DE78, zm_island_power
0x7975FE63, detour_62c26523-24b9-40c9-b8de-2d3f47481ba1
0xB25ACEAF, detour_88be1eb9-e176-4f6f-b9c9-c46e0c51b5fb
0xE4D5FFC6, detour_4d76bdec-77da-43b0-a798-b96a17c074b9
0x5F2C95AE, zm_island_skullquest
0xD290EBFA, main
0xC3A9B362, detour_6d8fdb1a-0d41-4b37-9564-060a1a8adea6
0x7E4CC9D0, detour_0f9dfd9a-c5c0-44eb-9d2a-e42dafd3c6f4
0x72B61F15, detour_fa1650bd-3eb5-46bb-a074-4f66b87fb8f5
0xAF029029, zm_island_spiders
0x6B24FD03, detour_fcee61c7-a33f-4f0e-bca7-fbbef76c2725
0x13425205, zm_island_spider_quest
0x5A03ACA8, detour_352ce437-3176-4d3d-a952-5628e55555b3
0xA94466E, detour_67bcd272-1d42-4728-8998-a7af551b8f42
0x7A07AA2F, zm_island_spores
0xE856CBDA, detour_47ea4d67-d029-4c5a-a7c4-96898ba7ae7a
0xB8720F8C, detour_8fe5d4ee-29c1-4d00-b8dc-6449925294f3
0x4E4A096C, zm_island_takeo_fight
0x4CC20D64, detour_25a9ca8e-95a3-4c6b-9711-93caf55cfe95
0x23EDFDF2, detour_23cf21eb-49cf-4ea5-ae13-194dc9107d39
0x490FFE0C, detour_7ab043d8-7141-41ff-9264-d21c24afee31
0xEAAE7728, zm_island_ww_quest
0x529807A6, detour_a189bbe5-5b81-4c4e-bf6a-e709f912f875
0x95CC4F57, detour_f089032e-94dc-4dd5-bd7a-3340718d5a15
0xE19BD5CB, detour_53cc5af8-798b-4852-83a5-6ddb35a599ff
0x3DC929B6, zm_moon
0xBFF71373, detour_de22c99a-4ab1-4b3d-af73-0acde994b323
0x7A40308B, detour_64e492ba-79bd-4eea-9429-8e0c5f6d747a
0x6D2E4334, detour_4649d13b-4775-4aee-bb99-148e9e420e9d
0x864E5D9B, zm_moon_ai_astro
0xE2A8A405, moon_astro_get_spawn_struct
0xB51ABF36, detour_16ee2ee3-6ae9-493c-a399-54edc5154b74
0x98C95CA3, zm_moon_digger
0xEFD48321, digger_round_logic
0x894717DB, detour_1efcb64a-b3eb-4e7d-a9c4-3ca28f321606
0xF257C559, digger_activate
0xBD4365CB, detour_01f088ea-edf0-404f-98fd-06da2bf31d13
0xA9E990AD, zm_moon_gravity
0x58F7F2E8, zombie_moon_player_float
0xD8AE4838, detour_b40bcc07-2fd6-40f3-8d32-cdeb619528b7
0x93E4D62B, zm_moon_jump_pad
0x10C9B4ED, moon_jump_pad_progression_end
0xC9D1FB5E, detour_bd75741c-6ade-489f-a7a5-4f317d7e6f2d
0xAF409AC8, moon_low_gravity_velocity
0xD8D62087, detour_518d7937-93bd-42b9-9a0c-065570c37b5e
0x299AA71A, moon_biodome_random_pad_temptation
0x707E6A6B, detour_7b8270de-b9a5-46f4-805e-dfd7d3cbba6f
0x6BC191D6, moon_pad_malfunction_think
0x652BFD42, detour_810c7cc3-5b8c-471e-8f9c-b0b6302918b1
0xE9CB7A5D, moon_biodome_powerup_temptation
0x2373B4C0, detour_124db9f3-81a7-4f75-ba8e-a02c1969a54d
0xE4006EEC, zm_moon_sq_ctvg
0x33457226, wire
0x8EE57CB3, detour_514a9bdd-40e7-4023-8aa8-5c232ef5b29e
0xECEAD789, zm_moon_sq_osc
0xED044ADF, moon_jolie_access
0x96ED6B9A, detour_d29ebd9a-db04-484f-b217-603b621bf049
0x92F319C2, zm_moon_sq_ss
0x6A352B8, generate_sequence
0xDFA97A66, detour_946da1a3-f03b-40e9-92aa-927babaa5572
0x2F7147AF, zm_moon_utility
0xCF6D9B98, hacker_location_random_init
0xB0B32CD2, detour_d77a9bc2-7176-46ef-b4a7-22e459648e35
0xE593E2, zm_moon_wasteland
0x36DB1E4F, perk_machine_arrival_update
0xF71E72FF, detour_da2710eb-4770-4db9-9897-de0997324173
0x620AA42F, spawn_a_zombie
0x6FFF4369, detour_76c08050-2dee-482e-855b-a25de87dbced
0xFBE983BD, zm_prototype
0x5A001040, detour_d366e491-1300-4ec1-a6e7-00b339675bbb
0x4DCA03EE, detour_ed73e8ef-7ddc-4c1a-b6da-ae3c5809597a
0xE28FD013, detour_9e539514-1740-4b3e-945e-fc5a443860e3
0xACA61E1C, detour_99a6a5e6-674b-4a1e-8211-f0979e2c7f1f
0x48757881, siegebot_nikolai
0x75761992, detour_72beaff8-2dc3-42e5-b968-6f135e27ccb8
0x57C5370F, attack_thread_gun
0x586C9CC5, detour_13fb0c0f-430a-4416-90aa-9be2c4bb75e7
0xE5AF3B61, side_step
0x26CE568A, detour_a65a089e-cd34-49c7-8d21-1a57448c3967
0x320A344E, zm_stalingrad
0x6A574C92, detour_69e9d4ba-48ec-4e1c-b6c1-da1763f8a1f2
0x71F4F131, detour_7510800a-07e5-4d3c-918d-af13eda7bbb9
0x94A895E1, detour_4ce8c9e7-0107-42f2-ade8-22e2e4cb5006
0xF4EFBF07, detour_c0f0a55c-4be6-49c2-bfb7-8a0a95d0a158
0x7B5A9D84, detour_e0a052b7-b95f-40d4-b8b3-9d2123bdee98
0xD24A78CA, detour_a4b4b73b-1ddd-47e6-b1f2-7291a2cff9ae
0xAACA2EAB, detour_6a6d9c85-bdbf-4f1d-8a1b-341127c31288
0x69D8FD16, detour_b5007cd1-98e4-492b-a1a9-0bcf5e08d324
0xE0675EFB, zm_stalingrad_challenges
0x604BA3FC, detour_b430864f-4d0e-4969-b92a-0289a92c843f
0x3A1321CB, detour_a4504c67-71c9-4ebc-ba82-0d31c8a7c090
0x94C3BF42, detour_9d8e1428-b675-46f8-a579-163bb2c7420d
0xE81D2518, dragon
0xC2B9AAF3, detour_738387dc-5dbf-4b38-b540-966d27751504
0x54223740, detour_aa33ced5-a5e9-4eda-9f74-5ece1542a74b
0x208CD059, detour_92c6fcbb-d425-451e-9e96-fb14349abb17
0x940B86A7, detour_be82106b-3029-461a-b83e-38377261b9a7
0x498DFBD1, detour_163cb359-9919-47a3-a514-01ca1a86541a
0x96BA354A, detour_0141fe12-1097-44a4-9556-981012efbe85
0xD8DD5A3C, detour_1570377f-5e05-47d1-92df-f2636e626daf
0x5F8CB329, detour_675b9257-0e1a-49c3-917f-019808b3eaa2
0x15C7322E, detour_7d248935-352d-4d69-be20-a52cbd5caa31
0x4DF74EFD, detour_8be9abe6-9e46-4331-a4aa-712c9eabb6aa
0xC5D72679, zm_stalingrad_ee_main
0x875DBF31, detour_5e03ff56-899a-4434-aac4-ebfd9fcbf468
0x38A676CB, detour_c5d69cdd-f9e4-4f6d-95c7-99e54e10597e
0x14F68BDC, detour_fa6a000e-06f1-475d-af7c-db7005fe14ff
0x8EDE493B, detour_93503052-9fc8-4674-9c17-27823050e4e3
0x82D68EF8, detour_0484bded-d103-48ae-b28b-dc7072ca42af
0x35418544, detour_1139de46-0109-40d4-957c-ff4a7e49cd8e
0xCE63873E, detour_561c0961-2a47-4305-b726-2d36e98b192d
0x4C8206E2, detour_ace4131c-fe2c-46c3-aae7-e5bc6fb42887
0xEB9381DA, detour_20bc2d62-b80a-4a45-affd-595336d46320
0x6EFD1AC9, detour_77d8ca9e-e50d-4f34-bda5-04b51882f980
0x2BF19D7C, detour_16ec30d5-6c10-4d79-9c41-bde9be318fe3
0xDCE99DCB, detour_14773661-d3b9-4cce-ab27-e72de6417eaa
0x72FD02F0, detour_90893876-5775-41ee-ba58-e32f9e963ebc
0xD5B1BFBB, detour_cebf0391-6c2f-432f-98c9-a50bf76944d4
0x9D455FC7, zm_stalingrad_gauntlet
0x20BA46F0, detour_5fd8d6a0-c695-48cd-bf03-264c128b31ae
0xBA7A89C6, zm_stalingrad_nikolai
0x1AC08A74, detour_0f8a8a47-0dc6-4eae-8583-9a8e7391cb35
0x4A0D744A, detour_152b4cd1-2410-40e4-afea-cf2d285f4e56
0x7E26B71E, detour_4cb033c9-e867-42d1-bf7e-0e476e05ceb7
0xB57650E4, zm_stalingrad_pap
0x890A9237, detour_7117e2e1-cf3a-4265-851a-ee62a6e45267
0xD366D50D, function_6236d848_wave
0x7EDC9079, detour_2201ced6-4661-4a5d-90b3-a20954bcf390
0xFEF00739, detour_ca820280-93ee-4e4b-a857-4bc72b7ce243
0x48C05C81, zm_stalingrad_util
0x49988C33, detour_3d7bc499-c39c-45d0-8ddc-40794fab3ac7
0xDF9A2F77, detour_8b6ca296-3b51-40f7-907a-7324319d7d1c
0x9307F119, detour_108f686a-87b9-4d9c-bd5a-b3998f15ba93
0x8F2AB371, detour_e2fc06d0-eca7-4af3-b34a-4174b46115ef
0x8EBFDF71, detour_8cbcd74d-d5d2-4750-9a70-b285da332f07
0x37EBD6DF, detour_b3cd7e86-b77e-4f23-9347-31f2bec59aac
0x2AE67779, detour_fb9ee584-024e-46ab-809b-6fe83b7418ed
0xEEC93ADF, zm_stalingrad_zombie
0x5B33AD42, detour_afaed7e4-0151-48df-9bf3-1535cda939ee
0xEC649F5B, detour_67e35ca6-54ea-4628-8fbc-07c89f9f1ff5
0xE722CAFC, zm_sumpf
0x51888D51, detour_30539a74-a5fd-47d9-a6cc-43db543d1823
0xDA95B507, detour_cf187eac-60dc-4f62-b42e-183d63f26ad0
0x4B0A9639, detour_0e3e7eea-a5a5-4038-88c7-945db6432830
0x42DE9882, zm_sumpf_perks
0x980B3CD5, randomize_vending_machines
0x4C46C173, detour_1b90bb60-79f3-4e7d-9597-bf1cdd9a7f8b
0x3DFEEF6, zm_temple
0x853D93F8, detour_d280c2dc-d3b4-4e0c-89ca-b71970c7f256
0xC404530C, detour_cd53b288-689e-4b01-a0a7-474e5a47bd7b
0x8718ECA0, detour_85fc6a43-c196-49db-9ed6-649271ca904a
0x25D10987, init_random_perk_machines
0x8873EF80, detour_ef4f2761-9b84-4c7b-bcc2-72012768af74
0xCAFC107D, zm_temple_ai_monkey
0xEE9F00C5, array_randomize_knuth
0xA0CBA14B, detour_2367a863-3621-42b3-98a6-28360c0f91e4
0x20EC5C50, _powerup_randomize
0x576A8135, detour_a15a12cc-6758-44c8-90cc-778862d27929
0xBC0AB416, zm_temple_elevators
0x42E422B0, alternate_geysers
0xF92D05AF, detour_322c45e2-3715-4588-a1ad-6373a3d3b516
0xE4A74E4B, zm_temple_pack_a_punch
0xADE37183, _randomize_pressure_plates
0xD82868CB, detour_cb0bdf48-8cc2-406b-ae69-dca05bf4eecb
0x38B06D6B, zm_temple_traps
0xD05ED463, pick_random_path_index
0x8C466959, detour_9e4fa30e-b1b8-4906-9362-5b6e6fcb7957
0xAED37BA8, zm_theater
0xD06DEEA3, detour_fb61adc3-6667-4e0c-9c65-33e4972ae32d
0x96CD30A3, detour_2b1b6762-55fb-473f-9c13-02d5d619f7e5
0xDC16392, detour_fd02775b-20dd-45e6-92ce-1e08ab15b7da
0x1E94246A, zm_theater_quad
0x4D4195D5, spawn_a_quad_zombie
0x62CC4724, detour_fa3ecc53-aa1a-42ea-b7e9-d01a802dabd0
0x8194BCC2, spawn_second_wave_quads
0x9EA8B3DE, detour_bb4759e0-9183-4ef6-bfa1-325da1f2daf8
0xE231D85, manage_zombie_spawn_delay
0x98F9C882, detour_26a8b124-8d9d-49d8-9a3d-ee2ecd48cd23
0x8847920B, zm_theater_teleporter
0xF3EEF534, player_teleporting
0x597869EE, detour_85c7a371-6eff-47a3-ad4e-4fcbd722b336
0x3ED03F95, eeroom_powerup_drop
0xE7C60F8, detour_9968eac1-7321-4cd8-b8e7-2a5855950896
0x7D76E87B, zm_tomb
0xCEBD4D0C, tomb_random_perk_weights
0x17413828, detour_9a306f47-1eea-4729-8900-6db1a400f789
0x8C19BD70, detour_ef4dfaa3-7a19-41d9-a766-ce4ef5a190d6
0x360F7936, detour_7f9451ab-639f-4214-a3cd-fe5fdf66b65a
0x8634D46C, detour_3767dce4-bbc3-4540-913c-01edba6fdaa6
0xEAC41ACD, detour_6f4ab2a4-50b5-4e8e-a999-0be0967915c1
0xCDC4D06C, zm_tomb_capture_zones
0x3CEE61B4, recapture_round_tracker
0x39F8771, detour_9e2527d7-059c-4fd8-98bd-82efc9336a83
0xDD49583A, get_zombie_to_delete
0x7D7F8444, detour_de748b65-d30e-4c19-93c1-ce149baed999
0x8A07F36C, get_unused_emergence_hole_spawn_point
0xB882EE0B, detour_da833e8b-5bba-4d72-a030-fcaab26c4eb8
0x1EADB62, get_unclaimed_attack_point
0x954062EF, detour_6af52b0a-f131-4328-a025-e1b95e8a4764
0x6B584EBA, get_recapture_zone
0xDB01BA07, detour_2eea6f58-3261-46bf-a6f9-e921bd4ec227
0x5D5BA750, zm_tomb_challenges
0xD1F64B7E, reward_packed_weapon
0x3A6B6EFC, detour_d49785c8-bd11-442d-b45b-1090a5f6d992
0x435339FC, zm_tomb_chamber
0xAD70490E, chamber_wall_change_randomly
0x104C780C, detour_5d3708d0-b01e-4716-93e0-d919d4243906
0xB54A2B0, ee_zombie_blood_dig
0x5129872C, detour_1a782a6b-e990-4280-8ddf-5f6653db876d
0xF7A613CF, zm_tomb_craftables
0xCDC13AEC, randomize_craftable_spawns
0xE02B20AD, detour_e18b2147-c81f-4b2a-a8dd-d3629c4b7d71
0x99EA9186, zm_tomb_dig
0x301FCE17, init_shovel
0xC7D9D9C2, detour_2910b0a1-f5f3-42ff-b270-0e538bd6bf05
0x496B8F6C, dig_spots_respawn
0x5204D928, detour_cd590823-eb1b-45a9-a955-427098e348b6
0xDC288EBE, waittill_dug
0x3A47ED0E, detour_01fe7e16-b224-4c67-a5c2-7273bedb1435
0x86D04E30, dig_up_powerup
0x886EA560, detour_cd11e7cb-8e12-4246-b21d-d45a8200a106
0xE07A8850, dig_up_weapon
0xECD9E1D1, detour_5146ab5b-690c-4ea7-9257-8f95e22b95d9
0xDD7A9AAE, dig_up_grenade
0x99D83D2D, detour_31d3e594-0287-4a66-a489-66fd8c211cdd
0x32FC3830, bonus_points_powerup_override
0xFDBCAE73, detour_fca8619b-bad2-40fb-aad7-484306585dcb
0x1361153C, zm_tomb_ee_main_step_4
0x7747C56, stage_logic
0xACCBEE03, fix_robot_sole_anim
0x55277160, detour_2c97ff75-76f0-43e8-bbda-9ea7162131b6
0xD1B0A244, zm_tomb_giant_robot
0xF0C77781, robot_cycling
0x4DBEB6A5, detour_9e44deed-d22e-44f6-912c-9412ead9bce1
0x764593E8, giant_robot_start_walk
0x4363280, detour_2576af39-9110-4e0b-9b5e-236dee69aa85
0x73B257EA, zm_tomb_main_quest
0x56BA198B, dig_spot_get_staff_piece
0x780AD1F, detour_2f3cc743-feb2-4b6b-9213-2fdd003c577b
0xBAEBCB1, zm_tomb_mech
0x30A64CED, get_best_mechz_spawn_pos
0xD599FD55, detour_65835979-6bf2-4545-a4a5-bb8f0c75f837
0xA532F742, detour_219a1159-843f-445a-b3cd-972c5e7ece2d
0xFD272A6B, mechz_spawning_logic
0x439FE79A, detour_77c40c68-742c-488f-afcd-cf9af82dbcb9
0x9FF7F577, mechz_death
0xFA3C36A2, detour_07726dd1-e34f-41b3-923b-15fcc3edcab8
0x59D47DB2, detour_aec96c89-3bc8-45b4-82a8-3487f9ed2b05
0xDC8F4C29, zm_tomb_quest_air
0xD9A378D7, ceiling_ring_randomize
0xB22DDF5E, fix_chamber_discs_anim
0x99C118ED, detour_08c35d3f-cfd5-415c-be59-c0151245bea1
0xACBBD1F9, zm_tomb_quest_crypt
0x53089652, chamber_discs_randomize
0xD6B70421, detour_aa119a51-5921-4df6-840e-37d8ca318ccd
0xAC2CC469, chamber_disc_run
0x3EF6B011, detour_dfb22f72-6891-414f-9089-05ee24ed6a6c
0xC020B26C, zm_tomb_quest_ice
0x2D7101FC, ice_tiles_randomize
0xF7A29985, detour_47cda7ca-e4cc-4106-bf34-ad1c253b1eb6
0xFD6544FF, change_ice_gem_value
0xF0E4D25E, detour_bd94a113-38ab-4faf-8629-6a7a9099d6f2
0xE6D36ABE, zm_tomb_tank
0x1A3D4E6E, tank_flamethrower
0x66C2B349, detour_db561fd9-9d9f-43c1-bccf-1ecd28dbf30f
0xD7C0CE12, zm_tomb_utility
0x8D90D591, dug_zombie_think
0x5CCAEE83, detour_f31cd575-97a3-467b-8e81-6f8245d7ffd7
0x83FC6B30, dug_zombie_rise
0x41E8DA9B, detour_72228d52-2456-49fc-babb-14c0001eb671
0x7D685C3, randomize_weather
0xFC276300, detour_2fa5bf87-5770-4e30-ba07-4e1d3c0fd265
0xAB2ADCAA, init_weather_manager
0x93AD55DC, detour_64cb654e-9fec-48d1-abd4-4a956093fffd
0xBCFA45B0, zm_zod
0xD597D47B, detour_91915231-c8fc-45bf-bf4a-0a9a1e895464
0x70FFC64F, detour_1fb57e87-5ad5-4d21-8d3f-d3cb208597a0
0x6DD99542, detour_7323522d-a0b6-4044-8e19-2f4abfc55bc2
0x73A16D5F, detour_e798e3d9-19bf-43a5-b054-4bd6aee6d9e9
0x413B6F23, detour_d30085c1-a0fd-40ba-b409-e0d84825b911
0x940B5519, detour_12cf38f7-45ef-4b78-9bb4-45dda6a00b16
0x169C71D7, detour_b7a6d5b1-7faf-4579-ace2-ce4deeff4c45
0xA27D5694, detour_b005a24d-a7fd-4693-b889-a8ad210b30ee
0xAA4E291B, detour_34e9d8cd-d6f1-4742-b2a8-faaae832e6f5
0xB15E956E, detour_750a6eef-a4aa-468f-bfbf-541cccb2ea48
0xCC64D93C, detour_d926b343-c5b4-4ce8-8e65-edf991a678ec
0x716FC13E, zm_override_ai_aftermath_powerup_drop
0xC3D27A97, detour_1788f4e7-bbef-499e-84b3-5b54818a3192
0xED2B57BD, detour_6415ef28-8b93-4b81-b0bd-924ed547eaf8
0xB43EC356, cbeastcode
0x6BBB4752, generate_random_code
0x571794A8, detour_68184092-8bf8-4759-ab34-bcf4dd7ced1a
0xA0023AE3, careadefend
0x6CE8FC79, detour_4499352c-7125-4110-87c8-71d7b7200842
0xC7E18A4B, detour_58e200a6-0716-4cff-a6eb-90817beebfe0
0xBA13C715, zm_zod_ee
0xAEB81B03, detour_7a641045-e6c2-488f-ba03-d4d327ed79b5
0xF4F88E2C, detour_bb14b38f-4201-4b83-9a7f-8ad8b0c0e083
0x270BA2C, detour_dff1b29e-ccce-476a-a765-a2966eb9a4cc
0x54BF13F5, zm_zod_idgun_quest
0x1E808CDE, detour_3d925546-a078-4179-a5d5-e90f582d6305
0xD17E1DA0, zm_zod_margwa
0x7549FB6E, detour_0a0f7c24-7677-42ef-a3b8-92bd9139760d
0x65DE9652, detour_4b7082a2-c9cb-46e4-a67f-93b5621b87d8
0x81256D2F, zm_zod_pods
0x7E428FA9, harvest_fungus_pod
0xA7957CD, detour_89ef1c78-88f8-41b6-aa2e-a46524f65e89
0xBF70A1FF, respawn_fungus_pods
0xAED1C8C8, detour_03f52f81-b698-4d32-9196-1abeb7b89be3
0xA7A6257B, fungus_pod_upgrade_think
0xA2F6A39A, detour_8df7e7e3-d360-4a4a-bd0e-8af56d0f057b
0x5DC171AC, detour_b209b2f3-ba37-42c9-aec4-924a45981d1c
0xD6ABDE0A, spawn_fungus_pods
0xB8E46F58, detour_1249a207-4aea-489e-b927-38560314ff2d
0x331B1E91, zm_zod_shadowman
0x156B6B52, detour_c4731d61-9770-4e52-9d90-418ef24b618b
0xFB40A786, detour_c467de96-7f37-4c00-8d51-97d754c22e0a
0x5414E5EA, detour_e0f245bd-932f-4931-bfa1-20e3894cb6b6
0x7050F2C1, detour_e04a2c54-7a3d-4300-b8a5-6de994802311
0x71BDB6BE, detour_e626d659-5b3e-49e2-80c2-28efd7784e40
0x95CC7CEE, detour_ff2e19f5-483b-48d2-ac6f-8d873c0887b6
0xADEF7D93, detour_be595caf-2e20-4cef-a6f7-4488f83a0d2c
0xE302C6B2, detour_8dd83b45-96a8-498f-a6d1-41d6471143c0
0x38E314BD, detour_b97209b3-e051-4a4c-96d5-61c3d7a32c42
0xA1DC4320, detour_45181aff-6832-4531-bcc0-2f1ef1fbc652
0x7A2A45B2, detour_545535c1-f97c-4933-961f-5649b6d35e69
0xAA27450A, zm_zod_sword
0xB4722E6C, detour_c49fe4bd-8d40-4d3f-aa43-fee9bada45cc
0xDF2B89FB, czmtrain
0xEFC09F42, detour
0xDDDA9606, compiler
0xBDF61114, isprofilebuild
0xB324B75F, srandominit
0xC61B24C4, on_start_gametype
0xDABBE128, callback
0x356A4EE1, on_spawned
0xBBAD2C5C, __a
0x74486FFC, isdefined
0xAAEEC8C5, max
0x95D0212B, min
0x84970CC4, array
0xAAB3188D, seed_type
0x5955D439, n_rand
0xE22C8CCD, keys
0x391512DA, getarraykeys
0xF8F608DB, temp
0xA3557C4D, j
0xC957F6B6, i
0x6C1294B8, setdvar
0xED44E709, givecustomloadout
0xBE6B87F9, true
0x5EEE5D0E, onlinegame
0x37CA9E8F, zm_disable_recording_stats
0x5D406297, rankedmatch
0x26CE3B38, istestclient
0x1970A3B3, self
0x2FAE0A5E, notify
0xF1242439, score
0xB55533BC, enabled
0x28E3E3FD, level
0x428A889F, endon
0x83FD42B5, enableinvulnerability
0x4890E520, disableinvulnerability
0x82A5CC4, give_player_all_perks
0x860A040A, giveweapon
0x965F378E, weaponbasemelee
0xB1F17A3B, weapon_give
0x429DAD7A, start_weapon
0x704B802A, givemaxammo
0x639001A6, super_ee_weapon
0x6E47F563, n_gameplay_start_time
0x128F8789, death
0x178903FD, inflictor
0xA0AD4F34, attacker
0xF9348FDA, damage
0x980D0A72, flags
0xAFEC04E7, mod
0xDFCC01FD, weapon
0x88482219, vpoint
0xE8BB43EE, vdir
0xA77AD8EB, shitloc
0xA5CF2304, psoffsettime
0xFAF17161, boneindex
0x97570BBE, surfacetype
0xB7022250, 0bogsarraykeys8799f39e-d0a7-4f52-8a19-257e84c4201d
0x5A5CB471, 0bogsindex13067a6b-8c24-4423-adae-c232c8b3805a
0xF54B9C82, key
0x1D9D6F7D, reroll_icon
0x77F265F6, success
0x17AAEF5, percentage
0x73638D3B, now
0x4BE20D44, name
0x65F192A6, isplayer
0x61853DAA, get_nonalternate_weapon
0xD21ED605, occurs_on_death
0x8FC0E50E, archetype
0x5B5E616B, immune_trigger
0xD131A6E0, gettime
0x22304EF6, aat_cooldown_start
0xFB1B3014, cooldown_time_entity
0xCB33FAE8, cooldown_time_attacker
0xB6274FCD, cooldown_time_global_start
0x9833188, cooldown_time_global
0xB4A5EF9D, validation_func
0x10777417, undefined
0x9892A34E, aat_reroll
0xC5CAAB14, active_func
0x74952A22, count
0xCE56E3D0, damage_feedback_icon
0xB366C093, result_func
0x2A720981, update_override
0x8F8DB8FC, damage_feedback_sound
0xFC79DB9F, damagefeedback
0xB971D8F0, rand
0x75116C39, aat_in_use
0x786B4314, is_exempt_weapon
0x81403B2F, arrayremovevalue
0x48C6A3A2, getcurrentweapon
0xE9C3870B, set_to_player
0x4851ADAD, clientfield_index
0x71E9CB84, clientfield
0xA36D4675, script_delay_min
0x8E4E9EDB, script_delay_max
0x2921D92A, false
0x5B16B088, 0bogsarraykeys625d923f-8a49-4369-b26b-294650101bf0
0x553C5C3, 0bogsindex4c1c90d6-c619-49f9-a577-771c43b6f17c
0x6B67FBCF, head
0xC4C41A9, open
0xB5497362, headalive
0x783A7104, 0bogsarraykeysffb9d1c1-ddef-4771-adfe-f2d37dcf1a02
0x5DA41BF4, 0bogsindex79104f36-409f-4c47-ad52-5d5418da4bb9
0x3A90F16B, health
0x67079016, candamage
0x74D6B22F, set
0xB87163A7, smash
0x992BEC92, cf
0x5ADC4B54, margwaclosehead
0x46409EA5, zombie_force_run
0x402A69D5, zombie_move_speed
0xAA10FCE8, entity
0xDD89F865, point
0xD43E041C, averagepoint
0x5711079, 0bogsarraykeys73a94af9-93cc-45d3-a317-41b6026a7940
0xDE6309D7, 0bogsindex9392899f-a180-417e-bd49-7c5ab804bef3
0x6050AB17, enemy
0xDD8C0B07, validenemies
0x657B1773, enemies
0xFA42B6B2, dist_check_start_point
0xCADF2501, follow_radius_squared
0x7D9646C0, 0bogsarraykeysb119d933-0166-4967-ab98-22fe84605da5
0x235E37D4, 0bogsindex5be5e65e-85de-41b7-95f7-6a0c80f1a805
0xA6DB0B7, powerup
0x2A97D9FD, dist
0x21BEB555, 0bogsarraykeys985d8dea-5568-4757-b0c0-6012d5945b7c
0xBCCCA504, 0bogsindexaa684e93-1e17-48df-bdf7-6ec7ed497950
0x5DC5E20A, player
0x60DB70FA, time
0xFF30D5CE, eligible_leader
0x3A27DC9E, leader
0xDBBFE4D6, outro
0xA25CF4C9, reviving_a_player
0x86DA14AF, b_teleporting
0x802FA4E2, teleport_location
0x122A2DDA, is_flung
0xCB3D1C9B, distancesquared
0x722885F3, origin
0x2395E945, players
0x38A9AFF8, player_is_in_laststand
0x564407FB, laststand
0x273F42DA, revivetrigger
0xAE15C5DB, beingrevived
0x3B56C6E5, active_powerups
0x7F41C8E7, isinarray
0x4154AE6F, powerup_name
0x169CC712, setgoal
0x9F6855BA, next_move_time
0x173C72A4, companion_anchor_point
0x39ABF31, pathgoalpos
0xB8494651, getaiteamarray
0x15661095, zombie_team
0x4001C9C9, completed_emerging_into_playable_area
0x75754E3A, cansee
0x22FF7FF0, within_fov
0xEF0A72B2, cos
0x6AB6F4FD, angles
0x21133F64, get_average_origin
0xF679A325, vectornormalize
0xDC604012, vectorscale
0x298B8148, anglestoright
0x6A3F1CA1, pathsuccess
0xD5B210FC, queryresult
0x54F69DE9, positionquery_source_navigation
